land_id,state,district,city_village,project_type,land_area_acres,land_type,owner_type,owners_count,ownership_dispute,dispute_level,notice_issued,consent_status,valuation_amount,compensation_amount,compensation_status,payment_delay_days,approval_status,approval_delay_days,rehabilitation_status,grievance_status,acquisition_percent,total_delay_days,acquisition_status,risk_level,expected_completion_days
LA20260365,Madhya Pradesh,Bhagalpur,Village_69,National Highway,3.91,Commercial,Company,7,Yes,None,Yes,Disputed,3839495.0,12826012.0,Partial,47,Approved,14,Not Required,None,18.55,339,Initial,Medium,475
LA20260568, Punjab,Udupi,Village_17,Dam,48.85,Agricultural,Trust,2,Yes,None,Yes,Pending,18133984.0,7758071.0,Partial,14,Pending,5,Pending,Resolved,91.81,16,Near Completion,Medium,79
LA20260070,Maharashtra, Nizamabad,Village_87,Airport,15.93,Government,Government,6,Yes,High,Yes,Obtained,2128059.0,15460626.0,Pending,159,Rejected,7,In Progress,Resolved,38.25,274,In Progress,High,380
LA20260011,New Delhi,jaisalmer,Village_60,Airport,31.37,Commercial,Company,1,Yes,Low,No,Obtained,8164756.0,15920459.0,Paid,33,Approved,71,Not Required,None,43.94,200,In Progress,Medium,324
LA20260378,Madhya Pradesh,Kanpur,Village_40,State Highway,2.16,Commercial,Trust,5,No,None,Yes,Pending,14194711.0,21511259.0,Partial,17,Approved,61,Not Required,None,83.16,61,Near Completion,Low,129
LA20260064, Punjab,Ludhiana,Village_38,Dam,1.78,Residential,Joint Family,1,No,Medium,Yes,Pending,17060436.0,5174004.0,Paid,69,Pending,95,Pending,Open,96.12,328,Near Completion,Medium,221
LA20260564, Punjab,Ambala,Village_25,Dam,23.29,Forest,Individual,2,No,None,No,Disputed,3363039.0,6502853.0,Pending,106,Approved,121,In Progress,Open,82.31,249,Near Completion,Medium,226
LA20260055, Punjab,Nagpur,Village_87,Railway,24.61,Commercial,Government,7,No,Low,Yes,Pending,6882046.0,16155569.0,Paid,160,Pending,139,Pending,Open,82.17,107,Near Completion,Medium,156
LA20260536,Tamil Nadu,Gurugram,Village_18,National Highway,33.97,Agricultural,Trust,4,Yes,None,Yes,Obtained,7023013.0,17248434.0,Pending,168,Approved,85,Pending,None,31.75,180,In Progress,High,353
LA20260466,Rajasthan, Bhopal,Village_82,Dam,40.0,Forest,Individual,5,No,None,Yes,Disputed,14979752.0,1846853.0,Pending,14,Approved,5,Not Required,None,37.05,332,In Progress,Low,412
LA20260248, Punjab,Patna,Village_56,Dam,34.6,Forest,Government,3,Yes,Low,Yes,Obtained,10876037.0,20922178.0,Paid,51,Pending,8,Completed,None,73.31,47,Advanced,Medium,154
LA20260301,Tamil Nadu, Nizamabad,Village_98,National Highway,30.37,Industrial,Individual,6,No,Medium,Yes,Obtained,4591234.0,15521767.0,Pending,127,Pending,30,Completed,Open,17.04,137,Initial,High,379
LA20260510,Rajasthan,Thane,Village_67,Industrial Corridor,35.66,Residential,Government,7,Yes,Medium,No,Obtained,10992652.0,5088230.0,Pending,47,Approved,131,Not Required,None,89.67,174,Near Completion,High,165
LA20260032, Punjab,Sangli,Village_99,State Highway,49.61,Commercial,Individual,7,No,None,Yes,Disputed,7926723.0,19227388.0,Pending,64,Approved,9,Completed,Resolved,66.14,273,Advanced,Low,290
LA20260257,Maharashtra,Varanasi,Village_3,Airport,49.59,Commercial,Trust,7,No,None,No,Obtained,18151735.0,1861379.0,Pending,82,Approved,71,Completed,None,96.61,24,Near Completion,Low,68
LA20260056,Gujarat,Sonipat,Village_37,Railway,30.51,Industrial,Company,1,No,None,Yes,Pending,558006.0,6710255.0,Partial,119,Pending,21,Not Required,Resolved,20.39,228,Initial,Medium,414
LA20260175,Uttar Pradesh,Nagaur,Village_47,Metro,9.67,Residential,Individual,4,Yes,None,Yes,Obtained,18723356.0,19858029.0,Paid,77,Pending,99,Not Required,Resolved,55.62,346,Advanced,Medium,360
LA20260269,New Delhi,Aurangabad,Village_79,Dam,0.76,Industrial,Company,5,No,Low,Yes,Pending,10854796.0,1832580.0,Pending,169,Approved,72,Not Required,None,76.48,268,Advanced,Low,254
LA20260552,Tamil Nadu,Solapur,Village_71,Airport,32.83,Agricultural,Trust,5,No,None,Yes,Pending,8276306.0,1826899.0,Pending,87,Approved,35,Completed,Resolved,55.01,300,Advanced,Low,339
LA20260211,Telangana,Kanpur,Village_37,Airport,30.84,Commercial,Company,7,No,None,Yes,Obtained,10339354.0,22788441.0,Pending,167,Approved,36,In Progress,Open,33.08,191,In Progress,Medium,355
LA20260111,Bihar,Thane,Village_24,State Highway,1.05,Government,Joint Family,4,No,Low,Yes,Obtained,10613742.0,23908305.0,Partial,78,Approved,50,Completed,None,46.56,35,In Progress,Low,234
LA20260210,Odisha,Ambala,Village_3,State Highway,22.25,Residential,Trust,3,No,Medium,Yes,Obtained,6428835.0,22510390.0,Paid,124,Approved,85,Completed,None,31.82,87,In Progress,High,307
LA20260212,Maharashtra,Karnal,Village_43,State Highway,47.18,Residential,Company,4,No,Low,Yes,Obtained,18825666.0,23594091.0,Partial,53,Rejected,83,Completed,None,94.78,152,Near Completion,Low,138
LA20260159, Punjab,Ahmednagar,Village_8,Metro,37.0,Commercial,Joint Family,4,No,None,Yes,Pending,10902943.0,205977.0,Partial,125,Approved,90,Pending,None,5.1,12,Initial,Medium,355
LA20260166,Karnataka,Agra,Village_72,Railway,4.03,Industrial,Individual,3,No,None,No,Obtained,9502126.0,12705734.0,Pending,107,Pending,2,In Progress,Open,83.0,188,Near Completion,Medium,193
LA20260290,Maharashtra,Ajmer,Village_25,Expressway,31.17,Agricultural,Individual,6,Yes,Low,No,Obtained,7795459.0,16792527.0,Paid,161,Pending,109,In Progress,Resolved,38.23,103,In Progress,High,294
LA20260645,Odisha,jaisalmer,Village_41,Dam,25.56,Government,Trust,1,No,Low,Yes,Obtained,2598878.0,14323163.0,Paid,104,Approved,16,Not Required,Resolved,48.57,167,In Progress,Low,293
LA20260077,Rajasthan, Nizamabad,Village_91,Industrial Corridor,32.68,Residential,Trust,5,Yes,High,Yes,Obtained,11899152.0,1181026.0,Paid,17,Approved,65,In Progress,Open,25.0,105,In Progress,High,338
LA20260448,Uttar Pradesh,Karnal,Village_37,Metro,1.84,Commercial,Company,6,No,None,Yes,Pending,8329854.0,4131302.0,Paid,114,Pending,80,Not Required,Open,11.94,267,Initial,Medium,460
LA20260003,Bihar,Ludhiana,Village_7,Dam,12.11,Residential,Government,5,Yes,None,Yes,Pending,14124945.0,23300962.0,Pending,122,Approved,144,Completed,Open,6.05,303,Initial,High,497
LA20260620,Tamil Nadu,Ambala,Village_97,State Highway,33.63,Government,Government,2,Yes,None,Yes,Obtained,18663578.0,15431387.0,Paid,101,Pending,33,Not Required,None,30.53,274,In Progress,High,404
LA20260443,Karnataka,Chennai,Village_63,Metro,43.59,Forest,Company,2,No,None,No,Obtained,15175850.0,2134248.0,Paid,52,Rejected,120,Not Required,Open,56.94,25,Advanced,Medium,195
LA20260445,Bihar,Karnal,Village_60,Expressway,22.84,Forest,Government,1,No,High,Yes,Obtained,9993022.0,12420977.0,Partial,154,Approved,130,Not Required,Open,37.21,114,In Progress,High,303
LA20260421,Maharashtra,Nanded,Village_93,Dam,47.31,Residential,Trust,3,No,Medium,Yes,Pending,10133643.0,9003879.0,Paid,135,Pending,51,Completed,Resolved,40.92,38,In Progress,Medium,253
LA20260647,Haryana,Agra,Village_8,Metro,4.01,Residential,Individual,6,No,None,No,Disputed,18206985.0,2142788.0,Partial,147,Rejected,83,Completed,Open,61.21,92,Advanced,Medium,215
LA20260091,Odisha,Amritsar,Village_64,State Highway,5.5,Commercial,Individual,1,No,None,Yes,Obtained,19338497.0,7888844.0,Pending,164,Approved,42,Not Required,Resolved,27.57,284,In Progress,Medium,419
LA20260559,Karnataka,Kanpur,Village_60,State Highway,45.41,Industrial,Individual,4,No,None,Yes,Pending,16769896.0,24272567.0,Partial,150,Pending,28,Not Required,None,77.4,57,Advanced,Low,146
LA20260320,Rajasthan,Ambala,Village_62,National Highway,30.11,Industrial,Individual,2,No,None,Yes,Obtained,14597824.0,6707919.0,Paid,80,Approved,100,Not Required,None,13.35,176,Initial,Medium,410
LA20260031,Haryana,Vadodara,Village_44,Railway,25.1,Residential,Joint Family,2,Yes,Low,Yes,Disputed,15657505.0,6786572.0,Pending,92,Approved,47,Completed,None,65.95,144,Advanced,Medium,226
LA20260330,Bihar,Satara,Village_14,Metro,42.07,Commercial,Trust,3,No,Medium,Yes,Obtained,16737832.0,5421107.0,Pending,41,Rejected,72,Pending,Resolved,12.56,363,Initial,Medium,506
LA20260177,Madhya Pradesh,Pune,Village_10,National Highway,5.37,Residential,Joint Family,2,No,High,Yes,Pending,4345098.0,12434871.0,Paid,92,Pending,86,Not Required,None,77.49,215,Advanced,High,225
LA20260321,Bihar,Thane,Village_17,National Highway,36.92,Industrial,Individual,2,No,Medium,Yes,Pending,19619071.0,6195760.0,Partial,141,Approved,56,Pending,None,69.89,52,Advanced,Medium,167
LA20260045,Madhya Pradesh, Indore,Village_40,Metro,20.45,Forest,Joint Family,6,No,Medium,Yes,Obtained,10973695.0,9712471.0,Pending,50,Approved,47,Not Required,None,79.68,4,Advanced,Low,112
LA20260266,Maharashtra,Ajmer,Village_48,State Highway,18.09,Industrial,Trust,6,No,None,Yes,Obtained,5507334.0,13024525.0,Paid,68,Approved,44,Completed,Open,39.28,208,In Progress,Medium,343
LA20260079,Karnataka,Karnal,Village_98,Metro,3.54,Government,Trust,5,No,None,Yes,Obtained,5262191.0,16299018.0,Paid,12,Approved,81,In Progress,None,58.36,195,Advanced,Low,276
LA20260216,Bihar,Noida,Village_87,Metro,44.4,Forest,Joint Family,6,Yes,None,No,Disputed,8041879.0,3449163.0,Paid,44,Approved,111,Not Required,Resolved,74.99,148,Advanced,Medium,199
LA20260102, Punjab,Sangli,Village_40,State Highway,6.97,Government,Company,3,Yes,Medium,Yes,Obtained,6367944.0,18867633.0,Pending,60,Approved,131,In Progress,Open,75.25,204,Advanced,High,226
LA20260465,Rajasthan,Karnal,Village_90,Dam,31.91,Industrial,Individual,6,No,Low,Yes,Obtained,7065031.0,9192064.0,Paid,23,Approved,150,Not Required,None,36.88,328,In Progress,Medium,411
LA20260599,Tamil Nadu, Bhopal,Village_11,Metro,2.88,Agricultural,Joint Family,5,No,None,Yes,Pending,19239907.0,6549325.0,Partial,155,Pending,0,Completed,None,89.09,243,Near Completion,Low,201
LA20260303,Karnataka,Puri,Village_90,Dam,40.35,Forest,Government,5,Yes,Low,Yes,Obtained,4183270.0,2778193.0,Paid,146,Pending,47,Not Required,Resolved,30.57,351,In Progress,High,443
LA20260353,Madhya Pradesh,Amritsar,Village_38,Industrial Corridor,4.49,Government,Company,6,No,None,Yes,Obtained,6815272.0,3560818.0,Paid,108,Rejected,105,Completed,None,77.02,12,Advanced,Medium,125
LA20260560,Bihar,Mumbai,Village_3,Railway,33.7,Agricultural,Individual,5,No,Medium,Yes,Obtained,11531841.0,4557738.0,Paid,139,Approved,73,In Progress,None,45.79,148,In Progress,Medium,292
LA20260164,Karnataka, Mangaluru,Village_80,Dam,35.96,Agricultural,Company,3,No,None,Yes,Pending,9421366.0,7135912.0,Paid,175,Approved,87,In Progress,None,42.98,317,In Progress,Low,386
LA20260235,New Delhi, Mangaluru,Village_13,State Highway,8.66,Commercial,Company,5,No,Low,Yes,Obtained,17656380.0,12207776.0,Pending,153,Pending,59,Pending,Resolved,83.51,157,Near Completion,Low,176
LA20260066, Punjab,Nashik,Village_17,National Highway,48.17,Residential,Individual,2,No,None,Yes,Obtained,19500250.0,7438306.0,Paid,49,Approved,0,Not Required,None,60.05,240,Advanced,Low,293
LA20260519,Rajasthan,Darbhanga,Village_84,National Highway,9.1,Agricultural,Company,7,Yes,None,Yes,Obtained,1968930.0,14562419.0,Partial,178,Pending,34,Completed,Resolved,39.41,119,In Progress,High,298
LA20260050,Odisha,Pune,Village_4,Airport,32.23,Forest,Company,6,No,None,No,Obtained,15988927.0,8137477.0,Paid,92,Rejected,100,Completed,Open,63.9,317,Advanced,Medium,319
LA20260481,Karnataka,Solapur,Village_6,Metro,44.75,Agricultural,Company,5,No,None,Yes,Pending,11194857.0,14422596.0,Pending,0,Pending,23,Pending,None,17.14,264,Initial,Low,442
LA20260333,Odisha,Varanasi,Village_56,Airport,29.59,Residential,Individual,3,No,None,Yes,Obtained,11181486.0,10357111.0,Pending,151,Approved,47,Not Required,Resolved,70.0,83,Advanced,Low,182
LA20260040,Madhya Pradesh,Noida,Village_96,Dam,43.47,Agricultural,Company,3,No,Low,Yes,Obtained,13084343.0,3905105.0,Partial,118,Approved,20,Pending,None,41.32,33,In Progress,Low,249
LA20260214,Tamil Nadu,Surat,Village_90,Dam,6.51,Commercial,Company,7,No,None,No,Obtained,7174173.0,16991926.0,Partial,177,Pending,117,Completed,None,49.98,136,In Progress,Medium,273
LA20260182,Haryana,Coimbtore,Village_26,Railway,4.57,Government,Trust,3,No,None,Yes,Pending,17818761.0,16734380.0,Paid,94,Approved,48,Completed,None,9.2,89,Initial,Medium,380
LA20260007,Tamil Nadu, Nizamabad,Village_19,Railway,46.39,Forest,Trust,4,Yes,None,Yes,Obtained,1990296.0,8309768.0,Partial,178,Approved,68,Not Required,Open,9.37,300,Initial,High,485
LA20260389, Punjab, Mangaluru,Village_59,Metro,28.23,Agricultural,Trust,3,Yes,Medium,Yes,Obtained,9519880.0,21746267.0,Partial,168,Pending,21,Pending,Resolved,56.51,129,Advanced,High,249
LA20260484,Bihar,Nagaur,Village_51,State Highway,22.3,Residential,Company,1,No,Medium,Yes,Obtained,4817114.0,23566199.0,Pending,87,Pending,5,Not Required,Resolved,34.03,233,In Progress,Medium,373
LA20260610,Haryana,Nagpur,Village_54,Airport,29.35,Government,Company,2,No,Low,Yes,Obtained,8641102.0,5785136.0,Paid,150,Approved,65,Not Required,None,36.61,54,In Progress,Medium,275
LA20260423,Maharashtra,Agra,Village_39,Metro,33.62,Industrial,Individual,4,No,Medium,Yes,Obtained,2441978.0,24105117.0,Pending,141,Pending,7,In Progress,None,81.0,205,Near Completion,Medium,208
LA20260222,Maharashtra, Chattarpur (Delhi),Village_25,Airport,45.99,Forest,Trust,3,No,None,Yes,Pending,10201288.0,9253180.0,Paid,46,Pending,83,Pending,Open,68.11,25,Advanced,Low,160
LA20260626,Madhya Pradesh, Indore,Village_26,Airport,16.19,Commercial,Joint Family,7,No,None,Yes,Pending,19322255.0,10076606.0,Pending,74,Approved,39,Pending,Open,76.56,179,Advanced,Low,210
LA20260193,Uttar Pradesh, Chattarpur (Delhi),Village_87,Dam,26.75,Industrial,Trust,1,No,Medium,Yes,Obtained,1945216.0,9991221.0,Pending,113,Approved,44,Not Required,Resolved,9.5,336,Initial,High,503
LA20260087,Karnataka,Agra,Village_85,Railway,12.34,Agricultural,Trust,1,No,None,Yes,Pending,4308728.0,11984237.0,Partial,127,Approved,141,Pending,Open,65.21,62,Advanced,Medium,187
LA20260430,Uttar Pradesh,Ludhiana,Village_95,Airport,40.42,Industrial,Joint Family,1,No,None,Yes,Pending,13918993.0,19007942.0,Pending,54,Pending,26,Completed,Open,39.95,295,In Progress,Medium,385
LA20260413,Gujarat,Sangli,Village_30,Industrial Corridor,36.28,Residential,Trust,3,No,None,No,Obtained,17416915.0,4922255.0,Paid,26,Pending,117,In Progress,Resolved,51.4,66,Advanced,Low,234
LA20260605,Uttar Pradesh,Ajmer,Village_76,Expressway,9.67,Forest,Individual,2,No,None,Yes,Obtained,4543910.0,15179324.0,Paid,99,Approved,136,Not Required,None,57.41,47,Advanced,Medium,205
LA20260110,Odisha, Nizamabad,Village_55,Industrial Corridor,38.58,Industrial,Company,6,No,None,Yes,Obtained,7473342.0,17625213.0,Pending,58,Approved,143,Not Required,Open,5.77,165,Initial,Medium,429
LA20260149,Madhya Pradesh,Nagaur,Village_17,National Highway,45.14,Industrial,Joint Family,4,No,None,Yes,Pending,5618594.0,22807107.0,Partial,47,Approved,136,Not Required,Open,68.49,14,Advanced,Medium,153
LA20260042,Uttar Pradesh,Patna,Village_81,Dam,39.61,Commercial,Government,7,No,Medium,Yes,Disputed,17900667.0,11622447.0,Pending,133,Approved,68,Not Required,None,29.32,238,In Progress,High,390
LA20260517,Uttar Pradesh,Sarai Rohilla (Delhi),Village_80,Dam,41.5,Commercial,Company,7,No,High,Yes,Obtained,17169175.0,9455543.0,Partial,14,Approved,128,Not Required,None,83.95,300,Near Completion,Medium,246
LA20260368,New Delhi,Bhagalpur,Village_40,National Highway,13.45,Residential,Company,2,No,None,Yes,Obtained,7252640.0,14230533.0,Partial,169,Approved,10,Completed,None,42.28,194,In Progress,Low,327
LA20260057,Tamil Nadu,Satara,Village_75,Metro,38.36,Forest,Company,6,No,High,Yes,Obtained,8126531.0,1498210.0,Pending,70,Approved,16,Not Required,None,75.25,151,Advanced,Medium,200
LA20260648,New Delhi,Kapurtala,Village_72,National Highway,13.09,Forest,Government,3,No,Low,Yes,Obtained,4033751.0,1999855.0,Paid,104,Pending,44,Completed,Open,34.5,4,In Progress,Medium,257
LA20260278,Tamil Nadu,Thane,Village_61,State Highway,15.63,Agricultural,Trust,3,Yes,Medium,Yes,Pending,18508240.0,1947425.0,Paid,47,Approved,68,Completed,None,46.25,281,In Progress,Medium,358
LA20260581,Maharashtra, Chattarpur (Delhi),Village_64,Metro,48.16,Residential,Joint Family,5,No,None,Yes,Pending,19787743.0,16711453.0,Partial,119,Approved,130,Not Required,None,21.37,283,Initial,High,438
LA20260146,Maharashtra,Darbhanga,Village_59,Airport,13.11,Government,Trust,4,No,None,Yes,Obtained,16525438.0,23226992.0,Paid,163,Approved,62,Completed,None,52.69,62,Advanced,Low,227
LA20260205,Madhya Pradesh,Ambala,Village_24,Airport,17.24,Commercial,Joint Family,3,Yes,Medium,Yes,Obtained,4229520.0,12198163.0,Pending,87,Pending,19,Not Required,Resolved,38.03,339,In Progress,High,413
LA20260109,Uttar Pradesh,Udupi,Village_98,Railway,36.81,Commercial,Joint Family,1,No,High,No,Pending,7648571.0,16997057.0,Partial,24,Approved,56,Pending,None,98.86,307,Near Completion,Medium,202
LA20260025, Punjab,Ahmednagar,Village_37,Metro,15.62,Agricultural,Government,6,No,High,No,Pending,3969559.0,8637530.0,Partial,102,Approved,79,Pending,None,15.91,170,Initial,High,399
LA20260119,Bihar,Gurugram,Village_99,Metro,11.15,Residential,Joint Family,4,No,None,Yes,Obtained,14525985.0,9182104.0,Paid,92,Approved,72,Not Required,Resolved,84.31,89,Near Completion,Low,140
LA20260134,Gujarat,Darbhanga,Village_42,Airport,37.0,Agricultural,Joint Family,5,Yes,None,Yes,Pending,14400193.0,23383587.0,Paid,53,Pending,95,Pending,Resolved,65.46,320,Advanced,Medium,316
LA20260228,Gujarat,Ambala,Village_66,National Highway,38.93,Industrial,Government,5,No,None,Yes,Pending,3306672.0,14434584.0,Partial,18,Approved,120,In Progress,Open,70.03,171,Advanced,Medium,226
LA20260433,Gujarat,Nagpur,Village_64,Airport,39.42,Government,Individual,6,No,High,Yes,Obtained,8357951.0,1528699.0,Paid,14,Approved,61,Pending,Resolved,59.77,358,Advanced,Medium,353
LA20260083,Tamil Nadu,Kapurtala,Village_10,Metro,49.75,Forest,Trust,7,Yes,High,Yes,Pending,16571983.0,2519299.0,Pending,62,Pending,69,Pending,None,31.0,173,In Progress,High,352
LA20260482,Madhya Pradesh,Karnal,Village_79,Expressway,32.89,Agricultural,Company,2,No,High,Yes,Obtained,10646077.0,5538047.0,Pending,161,Approved,38,Not Required,None,95.05,261,Near Completion,High,191
LA20260168,Uttar Pradesh,Solapur,Village_82,Railway,47.85,Industrial,Individual,6,No,Low,Yes,Obtained,11726467.0,6185473.0,Paid,166,Approved,2,In Progress,None,37.12,216,In Progress,Medium,354
LA20260078,Tamil Nadu,Darbhanga,Village_40,Metro,8.03,Industrial,Joint Family,5,Yes,Low,Yes,Pending,13124017.0,10195361.0,Paid,164,Approved,4,Not Required,Resolved,37.18,257,In Progress,High,375
LA20260523, Punjab,Sangli,Village_69,State Highway,12.37,Agricultural,Individual,2,No,None,Yes,Pending,15490898.0,15905069.0,Paid,36,Pending,77,Not Required,Resolved,42.85,122,In Progress,Low,289
LA20260071,Karnataka,Thane,Village_86,Industrial Corridor,25.55,Government,Individual,1,No,None,No,Pending,6200702.0,10416274.0,Partial,79,Rejected,26,Completed,None,60.13,70,Advanced,Low,208
LA20260451,Gujarat,Karnal,Village_68,State Highway,45.51,Government,Government,2,No,Medium,Yes,Obtained,13777113.0,16056783.0,Paid,43,Approved,18,In Progress,None,63.22,337,Advanced,Low,331
LA20260221,Karnataka,Solapur,Village_86,Railway,42.4,Forest,Joint Family,7,No,None,Yes,Pending,15286301.0,4736489.0,Paid,85,Approved,125,Not Required,None,74.47,262,Advanced,Low,258
LA20260239, Punjab,jaisalmer,Village_99,Airport,11.07,Forest,Trust,1,No,Low,No,Disputed,11143537.0,15540912.0,Paid,66,Pending,80,Completed,None,37.28,74,In Progress,Low,283
LA20260133, Punjab,Ahmednagar,Village_43,National Highway,16.57,Agricultural,Government,3,Yes,Medium,Yes,Pending,943811.0,13507866.0,Partial,61,Approved,105,Pending,Open,5.98,196,Initial,High,444
LA20260061,Gujarat,Patna,Village_42,Industrial Corridor,7.75,Forest,Government,2,Yes,None,Yes,Obtained,16758568.0,12180043.0,Paid,9,Approved,127,Completed,Resolved,21.96,319,Initial,High,454
LA20260537,Tamil Nadu,Varanasi,Village_15,Airport,16.59,Industrial,Company,2,No,None,Yes,Pending,3387492.0,8270373.0,Pending,36,Pending,45,Not Required,Resolved,12.37,151,Initial,Low,401
LA20260209,New Delhi,Patna,Village_98,Metro,21.89,Commercial,Government,5,No,Medium,Yes,Obtained,6715661.0,6324742.0,Paid,98,Pending,111,Not Required,Resolved,66.29,340,Advanced,High,323
LA20260336,Haryana,Satara,Village_29,Airport,17.06,Forest,Individual,3,Yes,High,Yes,Obtained,380144.0,5856889.0,Partial,17,Approved,132,Pending,None,36.35,252,In Progress,High,375
LA20260555,Maharashtra,Panipat,Village_64,Expressway,38.42,Government,Individual,2,No,Low,Yes,Obtained,6225290.0,10232084.0,Paid,37,Pending,24,Not Required,Resolved,28.95,132,In Progress,Low,338
LA20260621,Telangana,Karnal,Village_33,Airport,41.55,Agricultural,Company,3,No,Low,Yes,Disputed,17218159.0,8486747.0,Pending,3,Approved,56,Not Required,Open,66.95,128,Advanced,Low,215
LA20260136,Uttar Pradesh,Solapur,Village_39,Metro,19.11,Industrial,Government,6,No,None,Yes,Disputed,10272378.0,21094856.0,Pending,130,Approved,41,In Progress,None,33.35,17,In Progress,Medium,267
LA20260573,Maharashtra,Karnal,Village_48,Metro,45.94,Agricultural,Joint Family,6,Yes,Medium,Yes,Obtained,2434243.0,17313869.0,Paid,26,Approved,74,Not Required,None,95.36,231,Near Completion,Medium,175
LA20260232,Maharashtra,patiyala,Village_34,State Highway,49.24,Agricultural,Company,4,Yes,None,Yes,Obtained,11897930.0,8523109.0,Pending,169,Pending,15,Not Required,None,19.09,75,Initial,High,341
LA20260513,Haryana,patiyala,Village_92,Expressway,41.17,Commercial,Individual,6,No,Medium,Yes,Obtained,2151228.0,11455395.0,Paid,20,Rejected,123,Not Required,None,17.21,262,Initial,Medium,441
LA20260452,Uttar Pradesh,Mumbai,Village_20,National Highway,27.17,Agricultural,Company,1,No,None,Yes,Obtained,17207815.0,3400103.0,Pending,17,Approved,63,Pending,None,9.09,300,Initial,Low,486
LA20260300, Punjab,Agra,Village_74,National Highway,28.25,Forest,Individual,7,No,None,Yes,Pending,711612.0,11187391.0,Pending,11,Pending,43,Pending,None,65.24,245,Advanced,Low,279
LA20260527,Rajasthan,Agra,Village_38,Industrial Corridor,37.57,Residential,Joint Family,6,No,None,No,Obtained,12002066.0,2151702.0,Paid,3,Approved,0,Not Required,None,11.65,20,Initial,Low,338
LA20260335,Odisha,Satara,Village_92,Metro,18.43,Commercial,Trust,2,No,Low,Yes,Obtained,18538621.0,19326375.0,Pending,71,Pending,118,Not Required,None,47.65,84,In Progress,Low,255
